View,Full Name,Organization,Lobby Year,Registration Date,Termination Date,Original,Amended
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5547.pdf,"Hiraki, Kenneth T.","Hawaiian Telcom, Inc.",2013-2014,1/23/2013,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5548.pdf,"Walden, Jana",Hawaii Financial Services Association,2013-2014,1/21/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5553.pdf,"Okudara, Jon T.","Honolulu Seawater Air Conditioning, LLC",2013-2014,1/23/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5561.pdf,"Kimura, Joy Y.N.",Hawaii Laborers-Employers Cooperation & Education Trust,2013-2014,1/14/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5562.pdf,"Wescoatt, Wren W.","First Wind Energy, LLC",2013-2014,1/17/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5563.pdf,"Kua, Crystal L.","First Wind Energy, LLC",2013-2014,1/17/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5564.pdf,"Lee, Peter H.M.",Hawaii Laborers-Employers Cooperation & Education Trust,2013-2014,1/15/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5565.pdf,"Hayashi, Clyde T.",Hawaii Laborers-Employers Cooperation & Education Trust,2013-2014,1/15/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5573.pdf,"Eads, Chrystn K.A.","car2go N.A., LLC",2013-2014,1/24/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5574.pdf,"Fujimura, Susan A.","car2go N.A., LLC",2013-2014,1/24/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5575.pdf,"Mark, Rachel M.",AlohaCare,2013-2014,1/24/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5576.pdf,"Takaaze, Melissa K.",RAI Services Company,2013-2014,1/24/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5597.pdf,"Goldstein, Cindy S.",DuPont Pioneer,2013-2014,1/27/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5598.pdf,"Rosehill, Linda K.",DuPont Pioneer,2013-2014,1/27/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5599.pdf,"Kaluhiwa, Kekoa Wiliama","Young Brothers, LLC",2013-2014,1/27/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5616.pdf,"Maluafiti, Alicia M.",Biotechnology Innovation Organization (BIO),2013-2014,1/29/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5617.pdf,"Waiters, Joann",American Council of Life Insurers,2013-2014,1/29/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5618.pdf,"Andrade, Eva M.",Hawaii Family Forum,2013-2014,1/27/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5619.pdf,"Yamane, Marc K. M.","International Union of Elevator Constructors, Local 126",2013-2014,1/29/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5644.pdf,"Yoshimitsu, Walter H.",Roman Catholic Church of Hawaii,2013-2014,1/14/2013,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5645.pdf,"McMillan, Cynthia L.",Pacific Resource Partnership,2013-2014,1/8/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5656.pdf,"Carey, W. David D.",Outrigger Hotels Hawaii,2013-2014,2/3/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5657.pdf,"Case, Ed",Outrigger Hotels Hawaii,2013-2014,2/3/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5658.pdf,"Dold, James L.",Campaign for the Fair Sentencing of Youth,2013-2014,2/3/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5659.pdf,"Morris, George A.","Ciber, Inc.",2013-2014,2/3/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5660.pdf,"Morris, George A.",Discover Hawaii Tours,2013-2014,2/3/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5661.pdf,"Radcliffe, John H.","Ciber, Inc.",2013-2014,2/3/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5662.pdf,"Radcliffe, John H.",Discover Hawaii Tours,2013-2014,2/3/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5663.pdf,"Sword, Max J.",Outrigger Hotels Hawaii,2013-2014,2/3/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5694.pdf,"Pavlicek, Melissa T.","Chevron U.S.A., Inc.",2013-2014,2/4/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5695.pdf,"Teves, Stephen M.","Chevron U.S.A., Inc.",2013-2014,2/4/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5696.pdf,"Cup Choy, Daniel","WellCare Health Insurance of Arizona, Inc., dba 'Ohana Health Plan",2013-2014,2/4/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5697.pdf,"Morris, George A.","SunRun, Inc.",2013-2014,1/31/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5741.pdf,"Diesman, Jennifer",Hawaii Medical Service Association,2013-2014,1/16/2013,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5742.pdf,"Oto, Mark K.",Hawaii Medical Service Association,2013-2014,1/16/2013,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5743.pdf,"Chong, Dwight Pono",Chamber of Commerce of Hawaii,2013-2014,2/4/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5744.pdf,"Jagosh, Paul Mathew",PROTECT,2013-2014,2/5/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5745.pdf,"Maluafiti, Alicia M.",CropLife America,2013-2014,1/31/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5746.pdf,"Coleman, Stuart Holmes",Surfrider Foundation,2013-2014,1/30/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5747.pdf,"Flanders, Christopher D.",Hawaii Medical Association,2013-2014,1/4/2013,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5748.pdf,"Chong, Dwight Pono",Chamber of Commerce of Hawaii,2013-2014,2/4/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5795.pdf,"Arakaki, Gordon M.",ProService Hawaii,2013-2014,2/10/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5796.pdf,"Arakaki, Gordon M.",Hawaii Employers' Mutual Insurance Company,2013-2014,1/28/2013,12/31/2014,TRUE,TRUE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5797.pdf,"Chan Hodges, Ian Anthony",Service Employees International Union,2013-2014,2/11/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5801.pdf,"Morris, George A.","Revenue Solutions, Inc.",2013-2014,2/12/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5802.pdf,"Radcliffe, John H.","Revenue Solutions, Inc.",2013-2014,2/12/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5805.pdf,"Hamm, Joanne (Nonie) Toledo","Beacon Power, LLC",2013-2014,2/18/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5806.pdf,"Eads, Chrystn K.A.",Hawaii Independent Insurance Agents Association,2013-2014,2/18/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5807.pdf,"Fujimura, Susan A.",Hawaii Independent Insurance Agents Association,2013-2014,2/18/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5814.pdf,"Gough, George N.",Monsanto Company,2013-2014,2/14/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5815.pdf,"Iosua, Michael L.",Marriott Vacations Wordwide Corporation,2013-2014,2/14/2014,12/31/2014,FALSE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5816.pdf,"Waialeale, George M.",Work Injury Medical Association of Hawaii,2013-2014,2/18/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5828.pdf,"Fujimura, Susan A.",Alston Hunt Floyd & Ing,2013-2014,2/19/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5829.pdf,"Eads, Chrystn K.A.",Alston Hunt Floyd & Ing,2013-2014,2/19/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5830.pdf,"Radcliffe, John H.","SunRun, Inc.",2013-2014,1/31/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5831.pdf,"Iosua, Michael L.",Marriott Vacations Wordwide Corporation,2013-2014,2/14/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5843.pdf,"Ito, Mihoko E.","eBay, Inc.",2013-2014,2/21/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5844.pdf,"Kudo, Benjamin A.","eBay, Inc.",2013-2014,2/21/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5845.pdf,"Slovin, Gary M.","eBay, Inc.",2013-2014,2/21/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5846.pdf,"Tsujimura, Rick Brian","eBay, Inc.",2013-2014,2/21/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5847.pdf,"Yajima, Tiffany N.","eBay, Inc.",2013-2014,2/21/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5850.pdf,"Morris, George A.",TicketNetwork,2013-2014,2/24/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5851.pdf,"Radcliffe, John H.",TicketNetwork,2013-2014,2/24/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5857.pdf,"Farley, Jerald E.",Consumer Fireworks Safety Association,2013-2014,2/25/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5859.pdf,"Harris, Robert D.","Sierra Club, Hawaii Chapter",2013-2014,2/24/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5860.pdf,"Pear, Charles E.",American Resort Development Association,2013-2014,2/26/2014,12/31/2014,FALSE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5861.pdf,"Carlisle, Peter Benson",Hawaiian Railway Society,2013-2014,2/24/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5862.pdf,"Valencia, Mark G.",Hawaii Pawnbroker's Association,2013-2014,2/24/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5868.pdf,"Konkola, Lisa",Chamber of Commerce of Hawaii,2013-2014,2/26/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5869.pdf,"Toyofuku, Robert S.",Chamber of Commerce of Hawaii,2013-2014,2/26/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5873.pdf,"Morris, George A.",TRG Waikiki LLC,2013-2014,2/27/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5874.pdf,"Radcliffe, John H.",TRG Waikiki LLC,2013-2014,2/27/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5886.pdf,"Morris, George A.",Hawaii Management Alliance Association,2013-2014,3/3/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5887.pdf,"Radcliffe, John H.",Hawaii Management Alliance Association,2013-2014,3/3/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5907.pdf,"Steiner, Michael A.",Citizens for Fair Valuation,2013-2014,3/6/2014,12/31/2014,TRUE,TRUE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5908.pdf,"Kukea Shultz, Jonathan K.",The Nature Conservancy,2013-2014,3/5/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5916.pdf,"Pear, Charles E.",American Resort Development Association,2013-2014,2/26/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5927.pdf,"Arakawa, David Z.",Land Use Research Foundation of Hawaii,2013-2014,3/7/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5928.pdf,"Barrett, Michael",Human Rights Campaign,2013-2014,1/1/2014,2/11/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5929.pdf,"Konkola, Lisa",International Franchise Association,2013-2014,3/10/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5930.pdf,"Peters, Andrew",The Pew Charitable Trusts,2013-2014,3/7/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5931.pdf,"Rosehill, Linda K.","Waimea Hawaiian Homesteaders Association, Inc. (WHHAI)",2013-2014,3/10/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5932.pdf,"Toyofuku, Robert S.",International Franchise Association,2013-2014,3/10/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5936.pdf,"Rosehill, Linda K.","Housing Solutions, Incorporated",2013-2014,3/11/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5939.pdf,"Ito, Mihoko E.",National Association of Real Estate Investment Trusts (Nareit),2013-2014,3/12/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5940.pdf,"Yajima, Tiffany N.",National Association of Real Estate Investment Trusts (Nareit),2013-2014,3/12/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5941.pdf,"Tsujimura, Rick Brian",National Association of Real Estate Investment Trusts (Nareit),2013-2014,3/12/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5942.pdf,"Slovin, Gary M.",National Association of Real Estate Investment Trusts (Nareit),2013-2014,3/12/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5949.pdf,"Eads, Chrystn K.A.",Western Plant Health Association,2013-2014,3/12/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5950.pdf,"Fujimura, Susan A.",Western Plant Health Association,2013-2014,3/12/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5958.pdf,"Devens, Vladimir P.",State of Hawaii Organization of Police Officers (SHOPO),2013-2014,3/13/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5972.pdf,"Durham, Kelly","CoreCivic, Inc.",2013-2014,3/14/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5973.pdf,"Morris, George A.","Host Hotels & Resorts, L.P.",2013-2014,3/14/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5974.pdf,"Radcliffe, John H.","Host Hotels & Resorts, L.P.",2013-2014,3/14/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5975.pdf,"Regens, Brad","CoreCivic, Inc.",2013-2014,3/14/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5976.pdf,"Rietow, Allan Stewart",The Nature Conservancy,2013-2014,3/14/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5983.pdf,"Gold, Joy Y.",Dart Container Corporation,2013-2014,3/17/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5984.pdf,"Chin, Douglas Shih-Ging",Rental by Owners Awareness Association (RBOAA),2013-2014,3/14/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5985.pdf,"Petrie, Ed G.","Clear Channel Outdoor, Inc.",2013-2014,3/13/2014,12/31/2014,FALSE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5997.pdf,"Morris, George A.",UHA Health Insurance,2013-2014,3/18/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5998.pdf,"Radcliffe, John H.",UHA Health Insurance,2013-2014,3/18/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-5999.pdf,"Lui-Kwan, Ivan M.",Hilton Worldwide,2013-2014,3/18/2014,12/31/2014,FALSE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-6060.pdf,"Morris, George A.","McCorriston, Miller Mukai MacKinnon, LLP",2013-2014,3/20/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-6061.pdf,"Radcliffe, John H.","McCorriston, Miller Mukai MacKinnon, LLP",2013-2014,3/20/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-6096.pdf,"Tanaka, Lance N.","Par Hawaii, Inc.",2013-2014,3/25/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-6097.pdf,"Matsunaga, Matthew M.",Thomas Young,2013-2014,3/25/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-6125.pdf,"Eads, Chrystn K.A.","Anaergia Services, LLC",2013-2014,3/27/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-6126.pdf,"Petrie, Ed G.","Clear Channel Outdoor, Inc.",2013-2014,3/13/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-6127.pdf,"Toyofuku, Robert S.","Island Insurance Company, Limited",2013-2014,3/28/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-6264.pdf,"Eads, Chrystn K.A.",BioTork LLC,2013-2014,4/8/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-6265.pdf,"Ito, Mihoko E.",Shell Oil Company,2013-2014,4/8/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-6266.pdf,"Kaneko, William M.","Anaergia Services, LLC",2013-2014,4/8/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-6267.pdf,"Marrone, Gladys Q.",Building Industry Association of Hawaii,2013-2014,4/8/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-6268.pdf,"Slovin, Gary M.",Shell Oil Company,2013-2014,4/8/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-6269.pdf,"Yajima, Tiffany N.",Shell Oil Company,2013-2014,4/8/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-6281.pdf,"Alusic, Lorin",Hewlett-Packard Company,2013-2014,4/10/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-6282.pdf,"Bush, Thomas Edward",Alston Hunt Floyd & Ing,2013-2014,3/31/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-6283.pdf,"Eads, Chrystn K.A.",Drew Estate,2013-2014,3/31/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-6284.pdf,"Fujimura, Susan A.",Drew Estate,2013-2014,3/31/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-6285.pdf,"Chang, Kevin K.J.",Kua'aina Ulu 'Auamo,2013-2014,4/2/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-6286.pdf,"Watanabe, Cade M.",Unite Here Local 5,2013-2014,4/2/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-6293.pdf,"Carmona, Naomi Sharone",Babes Against Biotech,2013-2014,4/11/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-6316.pdf,"Alapa, Keani Saimasina",State of Hawaii Organization of Police Officers (SHOPO),2013-2014,4/11/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-6325.pdf,"Pavlicek, Melissa T.","Live Nation Entertainment, Inc.",2013-2014,4/14/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-6346.pdf,"Iosua, Michael L.","Soleil Management Hawaii, LLC",2013-2014,4/16/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-6347.pdf,"Espinda, Malia Puanani Manol",Queen's Health Systems,2013-2014,4/16/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-6382.pdf,"Arakaki, Gordon M.",Public Storage,2013-2014,4/23/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-6400.pdf,"Hirokawa, Robert George",Hawaii Primary Care Association,2013-2014,4/24/2014,12/31/2014,FALSE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-6401.pdf,"Medeiros, Alena Nani'olu",Hawaii Primary Care Association,2013-2014,4/24/2014,12/31/2014,FALSE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-6418.pdf,"Kunda, Nagaraj V.","Brightrock Capital Group, Inc.",2013-2014,4/25/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-6419.pdf,"Tulba, Augusto E.",Masons Union Local #1 and #630 (DO NOT USE),2013-2014,4/25/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-6436.pdf,"Hirokawa, Robert George",Hawaii Primary Care Association,2013-2014,4/24/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-6437.pdf,"Eads, Chrystn K.A.",BioTork LLC,2013-2014,4/8/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-6438.pdf,"Medeiros, Alena Nani'olu",Hawaii Primary Care Association,2013-2014,4/24/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-6693.pdf,"Wilson, Brooke M.",Pacific Resource Partnership,2013-2014,5/15/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-6858.pdf,"Yamane, Marc K. M.","International Union of Elevator Constructors, Local 126",2013-2014,5/28/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-7161.pdf,"Eads, Chrystn K.A.",LYFT,2013-2014,6/6/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-7199.pdf,"Munekata, Micah Kawika",Hawaii Farm Bureau Federation,2013-2014,6/12/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-7296.pdf,"Carpenter, Dante K.","Capitol Consultants of Hawaii, LLP",2013-2014,6/23/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-7632.pdf,"Nip, Celeste Y.K.","Host Hotels & Resorts, L.P.",2013-2014,7/30/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-7649.pdf,"Higashi, Jared S.",Hawaii Lodging & Tourism Association,2013-2014,7/31/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-7650.pdf,"Soquena, Eugene P.",Hawaii Laborers' Political Action Committee,2013-2014,7/31/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-7676.pdf,"Elliott, Chelsea Louise",Half-Helen Foundation,2013-2014,8/1/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-7713.pdf,"Cheavens, Ted F.",Half-Helen Foundation,2013-2014,8/7/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-7730.pdf,"Stone, James J.","Clear Channel Outdoor, Inc.",2013-2014,8/12/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-7738.pdf,"Lincoln, Faye","Avalon Health Care, Inc.",2013-2014,1/23/2013,12/31/2014,TRUE,TRUE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-7739.pdf,"Nip, Celeste Y.K.",American Chemistry Council,2013-2014,7/11/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-7740.pdf,"Nip, Celeste Y.K.",Entertainment Software Association,2013-2014,7/11/2014,12/31/2014,TRUE,FALSE
http://files.hawaii.gov/ethics/lobreg/1314/Kfx10-7741.pdf,"Nip, Celeste Y.K.",CGL Companies,2013-2014,7/11/2014,12/31/2014,TRUE,FALSE
